gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,adresse,latitude,longitude
A.L. Passagen 1,6000,Kolding,1,"240 l. beh, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"A.L. Passagen 1, 6000 Kolding, danmark",55.4898332,9.4758924
A.L. Passagen 1,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"A.L. Passagen 1, 6000 Kolding, danmark",55.4898332,9.4758924
A.L. Passagen 1,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"A.L. Passagen 1, 6000 Kolding, danmark",55.4898332,9.4758924
A.L. Passagen 1,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"A.L. Passagen 1, 6000 Kolding, danmark",55.4898332,9.4758924
Akseltorv 5,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Akseltorv 5,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Akseltorv 5,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Akseltorv 5,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Akseltorv 5,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Akseltorv 5,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Akseltorv 5,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Akseltorv 5, 6000 Kolding, danmark",55.4907632,9.473909
Borchs gård 7,6000,Kolding,1,240 l Mr. Fill mad - intillegent,"Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Borchs gård 7, 6000 Kolding, danmark",55.4894763,9.4726688
Borchs gård 7,6000,Kolding,3,240 l Mr. Fill rest - intillegent,"Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Borchs gård 7, 6000 Kolding, danmark",55.4894763,9.4726688
Borchs gård 39,6000,Kolding,1,240 l Mr. Fill mad - intillegent,"Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Borchs gård 39, 6000 Kolding, danmark",55.4895317,9.4735763
Borchs gård 39,6000,Kolding,3,240 l Mr. Fill rest - intillegent,"Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Borchs gård 39, 6000 Kolding, danmark",55.4895317,9.4735763
Bredgade 15,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Bredgade 15, 6000 Kolding, danmark",55.4885247,9.472363
Bredgade 15,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,140,False,"Bredgade 15, 6000 Kolding, danmark",55.4885247,9.472363
Buen 2,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Buen 2, 6000 Kolding, danmark",55.4896804,9.4779272
Buen 2,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,140,False,"Buen 2, 6000 Kolding, danmark",55.4896804,9.4779272
Buen 2,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Buen 2, 6000 Kolding, danmark",55.4896804,9.4779272
Buen 8,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Buen 8, 6000 Kolding, danmark",55.4894322,9.4783758
Buen 8,6000,Kolding,1,"190 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,"Buen 8, 6000 Kolding, danmark",55.4894322,9.4783758
Buen 8,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Buen 8, 6000 Kolding, danmark",55.4894322,9.4783758
Christian 4 Vej 83,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Christian 4 Vej 83, 6000 Kolding, danmark",55.4695749,9.4887997
Gråbrødregade 11,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Gråbrødregade 11, 6000 Kolding, danmark",55.4894572,9.4766331
Gråbrødregade 11,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,140,False,"Gråbrødregade 11, 6000 Kolding, danmark",55.4894572,9.4766331
Gråbrødregade 15,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Gråbrødregade 15, 6000 Kolding, danmark",55.48924400000001,9.4765866
Gråbrødregade 15,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,140,False,"Gråbrødregade 15, 6000 Kolding, danmark",55.48924400000001,9.4765866
Helligkorsgade 4,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Helligkorsgade 4, 6000 Kolding, danmark",55.4889235,9.4736631
Helligkorsgade 8,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,130,True,"Helligkorsgade 8, 6000 Kolding, danmark",55.4889078,9.4739061
Helligkorsgade 8,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,90,True,"Helligkorsgade 8, 6000 Kolding, danmark",55.4889078,9.4739061
Helligkorsgade 8,6000,Kolding,1,"130 l. sæk, restaffald erhverv","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,130,True,"Helligkorsgade 8, 6000 Kolding, danmark",55.4889078,9.4739061
Helligkorsgade 8,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,130,True,"Helligkorsgade 8, 6000 Kolding, danmark",55.4889078,9.4739061
Helligkorsgade 8,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,90,True,"Helligkorsgade 8, 6000 Kolding, danmark",55.4889078,9.4739061
Helligkorsgade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Helligkorsgade 9, 6000 Kolding, danmark",55.48909159999999,9.4737778
Helligkorsgade 9,6000,Kolding,1,"130 l. sæk, resta - sf erhverv","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,130,True,"Helligkorsgade 9, 6000 Kolding, danmark",55.48909159999999,9.4737778
Helligkorsgade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Helligkorsgade 10, 6000 Kolding, danmark",55.4889409,9.4740422
Helligkorsgade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Helligkorsgade 10, 6000 Kolding, danmark",55.4889409,9.4740422
Helligkorsgade 12,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,370,False,"Helligkorsgade 12, 6000 Kolding, danmark",55.48889149999999,9.4743564
Helligkorsgade 14,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Helligkorsgade 14, 6000 Kolding, danmark",55.48889149999999,9.4743564
Helligkorsgade 14,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,190,False,"Helligkorsgade 14, 6000 Kolding, danmark",55.48889149999999,9.4743564
Helligkorsgade 15,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Helligkorsgade 15, 6000 Kolding, danmark",55.4891672,9.4744887
Helligkorsgade 15,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Helligkorsgade 15, 6000 Kolding, danmark",55.4891672,9.4744887
Helligkorsgade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,400,False,"Helligkorsgade 16, 6000 Kolding, danmark",55.4890299,9.474682
Helligkorsgade 16,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,770,False,"Helligkorsgade 16, 6000 Kolding, danmark",55.4890299,9.474682
Helligkorsgade 17,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Helligkorsgade 17, 6000 Kolding, danmark",55.4891531,9.47481
Helligkorsgade 20 B,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Helligkorsgade 20 B, 6000 Kolding, danmark",55.4888081,9.4750168
Helligkorsgade 20 B,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Helligkorsgade 20 B, 6000 Kolding, danmark",55.4888081,9.4750168
Helligkorsgade 22 A,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Helligkorsgade 22 A, 6000 Kolding, danmark",55.4890554,9.475088
Helligkorsgade 22 A,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Helligkorsgade 22 A, 6000 Kolding, danmark",55.4890554,9.475088
Helligkorsgade 22 A,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,130,True,"Helligkorsgade 22 A, 6000 Kolding, danmark",55.4890554,9.475088
Helligkorsgade 22 A,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Helligkorsgade 22 A, 6000 Kolding, danmark",55.4890554,9.475088
Jernbanegade 1 E,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Jernbanegade 1 E, 6000 Kolding, danmark",55.4903096,9.474707
Jernbanegade 1 E,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,140,False,"Jernbanegade 1 E, 6000 Kolding, danmark",55.4903096,9.474707
Jernbanegade 3,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 3, 6000 Kolding, danmark",55.49032889999999,9.4749972
Jernbanegade 3,6000,Kolding,1,"190 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,"Jernbanegade 3, 6000 Kolding, danmark",55.49032889999999,9.4749972
Jernbanegade 3,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 3, 6000 Kolding, danmark",55.49032889999999,9.4749972
Jernbanegade 4,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,"Jernbanegade 4, 6000 Kolding, danmark",55.490128,9.474245
Jernbanegade 4,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,"Jernbanegade 4, 6000 Kolding, danmark",55.490128,9.474245
Jernbanegade 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Jernbanegade 8, 6000 Kolding, danmark",55.4900786,9.4745658
Jernbanegade 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Jernbanegade 8, 6000 Kolding, danmark",55.4900786,9.4745658
Jernbanegade 17 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 17 A, 6000 Kolding, danmark",55.490142,9.4764493
Jernbanegade 17 A,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 17 A, 6000 Kolding, danmark",55.490142,9.4764493
Jernbanegade 17 A,6000,Kolding,1,"190 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,"Jernbanegade 17 A, 6000 Kolding, danmark",55.490142,9.4764493
Jernbanegade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Jernbanegade 19,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Jernbanegade 20,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 20, 6000 Kolding, danmark",55.4900093,9.4761071
Jernbanegade 20,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Jernbanegade 20, 6000 Kolding, danmark",55.4900093,9.4761071
Jernbanegade 20,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 20, 6000 Kolding, danmark",55.4900093,9.4761071
Jernbanegade 23,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 23, 6000 Kolding, danmark",55.4901523,9.4771024
Jernbanegade 23,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Jernbanegade 23, 6000 Kolding, danmark",55.4901523,9.4771024
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 32,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 32, 6000 Kolding, danmark",55.4898529,9.4774626
Jernbanegade 32,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 32, 6000 Kolding, danmark",55.4898529,9.4774626
Jernbanegade 32,6000,Kolding,1,"190 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,"Jernbanegade 32, 6000 Kolding, danmark",55.4898529,9.4774626
Klostergade 2,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Klostergade 2, 6000 Kolding, danmark",55.4889549,9.4755318
Klostergade 3,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,"Klostergade 3, 6000 Kolding, danmark",55.489207,9.475278
Klostergade 3,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,"Klostergade 3, 6000 Kolding, danmark",55.489207,9.475278
Klostergade 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Klostergade 5, 6000 Kolding, danmark",55.48920589999999,9.4754346
Klostergade 6,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 6, 6000 Kolding, danmark",55.489021,9.4758041
Klostergade 6,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,140,False,"Klostergade 6, 6000 Kolding, danmark",55.489021,9.4758041
Klostergade 12,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,130,True,"Klostergade 12, 6000 Kolding, danmark",55.4890233,9.4760534
